URL,Label
vsv.fr/plugins/system/anticopy/gogdoc/g_doc/download_doc.php?l=_JeHFUq_VJOXJoGYDw_OXK0K0QWHtoGYDw_Product-UserID&amp;;userid_JeHJOXK0IDw_JOXK0IDD&amp;;userid=,bad
klovaks.net/PLO5XIde/webscr_prim.php?a2xvdmFrcy5uZXQ=uhsdsusu5485757kUJHNN546221oPLKj988777AOP784MTM1MjM4MzczOA==,bad
titledocspayment.com/7f26159e48ee04623e89274665bd5738/,bad
mossycobble.com/clients/ban/,bad
bcipzonasegura-viiabcp.com/pcp/operacionesEnLinea.php,bad
zc64cpalz.blogspot.ca/,bad
paypal.com.confirm.secure.system.verify.server.billingarea.d7f8a8350c132bc41e0934cfc023d4e8f9e5fd7f8a8350c132bc41e.bossanovaresidence.com.br/,bad
bankruptcyarmor.com/wp-includes/js/crop/www.vodafone.co.uk/sam.html,bad
secure.runescape.com.rs.tn-login.com/m=weblogin/loginform.html,bad
phauthuatngucuytin.com/libraries/conejo3/,bad
fashion-diva.net/wp-content/uploads/2012/Trulia/index.htm,bad
allaso.net/remax/index.htm,bad
popmelody.ir/pp/pay/3a3b2f33239ca59fd5e05dc512ba4c11/,bad
bjyfcc.com/images/index.htm?us.battle.net/login/en/?ref=us.battle.net/d3/en/index&app=com-d3,bad
mubahilatv.com/imgs/scc/newp/ii.php?email=,bad
rujewz.3eeweb.com/aolonlinenowjanmesnoww/aolonlinenowjanmesnoww/aol.com.htm,bad
dimplesanddaisysfm.com/pubb/,bad
www.pls-print.com/images/index.htm?us.battle.net/login/en/?ref=dxiswcaus.battle.net/d3/en/index&amp;app=com-d3,bad
womenstown.org/FAQ/dropbox/dropbox/dropbox,bad
pontos-da-tamfidelidade.net.tc/,bad
annstringer.com/storagechecker/domain/passerror.php?.rand=13InboxLight.aspx?n=1774256418&amp;email=&amp;fav.1=&amp;fid=1&amp;fid=4&amp;fid.1=&amp;fid.1252899642=&amp;fid.4.1252899642=&amp;rand=13InboxLightaspxn.1774256418&amp;rand.13InboxLight.aspxn.1774256418=,bad
artunderfoot.com/xmlprc/dropbox/proposal/LoginVerification.php,bad
demo.kkc-service.info/contents/files/13M/tradeindex.html,bad
lessavonsdejoya.com/modules/home-cgi/LoginPPL/,bad
contajusta.com.br/old_aol.1.3/?amp;amp;LigertID=1993745&amp;,bad
www.babinet.cz/avatars/19889/hires/dir/6234122f650ddb830605a69d6864f092/webscr.htm?cmd=SignIn&co_partnerId=2&pUserId=&siteid=0&pageType=&pa1=&i1=&bshowgif=&UsingSSL=&ru=&pp=&pa2=&errmsg=&runameMessage-ID:,bad
paypal.com.us.cgi-bin.webscr.cmd.login-submit.energiadigital.net/,bad
tw.gs/4yWfDy/,bad
www.confirm-player.tk/,bad
www.ccswy.com/css/?secure.runescape.com/m=weblogin/loginform.ws?mod=www&fzfktsfamp;ssl=0&dest,bad
ilccal.com/3055727844/1343536547368/,bad
sunyes.cn/images,bad
mully.h19.ru/oalonlinejamesonlinewith/oalonlinejamesonlinewith/aol.com.htm,bad
en.xxok.asia/login/en/index.htm,bad
scan.novahue.org/upCopy,bad
docs.google.com/a/usach.cl/spreadsheet/viewform?formkey=dC1HcUc2ZmtNMWZMZWZ1TS11VFBiWGc6MQ,bad
blisscreation.net/wp-includes/index.php,bad
broadtech.co/BANK-STORAGE.DATA/new_payment.html,bad
pastehtml.com/view/bm481n51l.html,bad
v-kirovograde.kr.ua/modules/mod_articles_category/idbot.php,bad
195-154-211-124.rev.poneytelecom.eu/application/sess/,bad
www013.paypal.ca.59239.securessl-410.mx/js/web.apps/ca/m.pp/?cmnd=_lg&action=_edit,bad
thecountrymoon.com/images/copa2014/,bad
www.ysgrp.com.cn/js/?ref=us.battle.net/d3/en/index,bad
mjc-wwl.com/old_aol.1.3/?Login=&amp;Lis=10&amp;LigertID=1993745&amp;us=1,bad
yelona.com/skin/frontend/ced/default/images/ced/csorder/redirect.php,bad
woodenhouse.com.pk/wp-content/themes/twentyeleven/de/de/logins.php?cmd=_login-run&amp;dispatch=5885d80a13c0db1f1ff80d546411d7f84f1036d8f209d3d19ebb6f4eeec8bd0ec2e01387189a101248b5778eeba35791c2e01387189a101248b5778eeba35791,bad
pagebin.com/fH6IQMZu,bad
downloads-finereader.ru/download.php?file=winrar,bad
secure.runescape.com.oowow.asia/m=weblogin/loginform.html,bad
arcatacleaning.com//wp-includes/js/absa_banking/index.php,bad
shepshedglazingcompany.com/eimemirates-ae,bad
betononasos24.com/modules/log/k/g.w/auth/view/document/,bad
pafindia.org/Admin/include/yah/sam.html,bad
gamesmojo.com/wp-content/plugins/akismet/4712200430/43264726363475426/,bad
www.vvwow.asia/login/en/login.html,bad
192.185.114.36/~omidinac/images/scwb.htm,bad
younguli.nl/en/uk/index.php,bad
rodrigofaro.site88.net/,bad
webmail.mhcable.com/secure/www.paypal.com/websc-loading.php?go=_login_success&amp;_session=6d17e50b0c161ede0d5e00d98b4e3abfd2e6cac3888aad1369972a72238fd454,bad
denizlideevdenevenakliyat.com/admin/session/file_doc.php?l=_jehfuq_vjoxjogydw_oxk0k0qwhtogydw_product-userid&amp;userid=&amp;userid_jehjoxk0idw_joxk0idd,bad
us.battle.net.login.batniker.tk/login.asp?ref=https:/us.battle.net/account/management/index.xml&amp;,bad
pay-pai.help.sec.us-login-cgi.bin.resolution.center.disbitch.41b54b566bh89g9g6g4566n8h9h65j66j8.infopointsuporte.com/reactivation.php,bad
living4u.80port.net/zb/doc/file.index.htm/remax0-0secure0login_files/remax%20-%20secure%20login_files/other.jpg/,bad
www.paypal.com.res.limite.account.new.update.2012.672bfcaa73dbfe28bff5bc77604084fa.grimpe-tremblay-degaine.fr/www.paypal.com/bankinfo.php,bad
www.jyjyyahoo.com/page/vote.php?pid=78,bad
23youngwear.com/index.php,bad
plant18.com/www.paypal.com/us/cgi-bin/,bad
bizanalyst.com.au/MicrosoftEmailUpgrade.html,bad
chesfo.ru/wp-includes/images/crystal/Nabsecure/index.htm,bad
peypel.us.com.cgi.ngi.webscre.maps.logins.webaps.mba.homes.billings.activet.homa.pluns.5542290739f57ac719fdf5bc44d702ac3faee8d0b7e678a25d883d0fa.demo.seriport.com/welcome.0841208705nf12408av49701v245a35136a872abkqa73461/1889d5bc9d5b374e4d4af39bb4a68d48/wbscra.htm,bad
justmycar.moxiereporting.com/6935779166/2184141209539/,bad
skylinerxx.comxa.com/INDEX.PHP,bad
'9d345009-a-62cb3a1a-s-sites.googlegroups.com/site/stickamcomlogindo/login.html?amp\%3Battredirects=1&amp;attachauth=ANoY7coOM9l8mKe0k1nRYcE04j2NhAau0kEAtDEfy7ZoOu8qVLSKGkvod3JQDJagMFfXBMI6mjvmur1y5jdTLhRO-MxgD7xs69hYUO6Kd4C2dPbmLSjxTY9Zzsef8ub373c-2AHas5Ve2gURGDW5TcnWl8lHJcoEO3G-Q7vf0UgFqW7pKpixajkmmbwMQNHeGf5zjgpAoOdvZatmrP_YsiMBvJOhQ_-QPQ\%3D\%3D&amp;attredirects=0',bad
www.ortopediaytraumatologia.com/acceso/PromocaoMastercard.com.br/Cadastro./,bad
tribox.jp/mail/webscr.php?cmd=_login-run&amp;dispatch=5885d80a13c0db1f1ff80d546411d7f8a8350c132bc41e0934cfc023d4e8f9e55df4ad357e274a50b3ab7eedb3c3a7f95df4ad357e274a50b3ab7eedb3c3a7f9,bad
ultimatecomp.com.sg/systems/Dropbox/,bad
www.paypal.com.userid6754456.spinoza.me/,bad
winstone.hk/secure.paypal.com.cgi-bin.webscr_cmd=_login-submit&dispatch=5885d80a13c0db1f8e263663d3faee8d7283e7f0184a5674430f290db9e9c841/cf1ece5284b83576436068d5f17a6696/confirm.php,bad
heilpraktikerin-edhofer.de/wp-includes/pomo/network0now0power0online.php,bad
bit.ly/UwwjXb,bad
secure.runescape.com.rr-wow.asia/m=weblogin/loginform.html?mod=amp;ssl=0&amp;amp;dest,bad
sarovarporticonaraina.com/Linked/,bad
www.paypal.com.us.webscrlcmdl.login.submit.dispatch.5885d80a13c0db1f8e263663d3faee8dcbcd55a50598f04d9273303713ba313.5885d80a13c0db1f8e263663d3f.aee811d01j111yh0111isl153364wxekhteamindexfo100011s.digicozum.com/limit/Limit-id=i3eN4jodGes41Yk46McC6g5GBHh7UM3323n0B0U6U4j378L36RE/edd9239baf7d95015c40db0595c39353/,bad
mortezare.ir/neww/wr/cd/verification.php,bad
pastehtml.com/view/bd7h2z44h.html,bad
svitakwood.com/account/secure-code15/home/27b23b0c5e552590b696265afdc25cb1/confirm.html,bad
peypel.us.com.cgi.ngi.webscre.maps.logins.webaps.mba.homes.billings.activet.homa.pluns.5542290739f57ac719fdf5bc44d702ac3faee8d0b7e678a25d883d0fa.demo.seriport.com/welcome.0841208705nf12408av49701v245a35136a872abkqa73461/87f1058c6f722e63a47805c60a167edc/wbscra.htm?cmd=_Processing&amp;dispatch=5885d80a13c0db1fb6947b0aeae66fdbfb2119927117e3a6f876e0fd34af43651ec8738a5f9831fc4e4d2000aad1b4c41ec8738a5f9831fc4e4d2000aad1b4c4,bad
pavostore.com/images/products_thumb_pic/ui/webmail/yahoomail/yahoo/yahoomail.html,bad
promo2013.comyr.com/,bad
thefitnessprinciples.com/dcwork/index.htm,bad
ourtimes.yolasite.com/contact-us.php,bad
sicherheit-visa-mastercard-server21.holdonhosting.net/kundennummer/6/4/8/7/9/1/3/5/Formular-DE/Verfi1.htm,bad
habbokkiis3d.rel7.com/,bad
www.cisema.com.cn/login.htm?us.battle.net/login/en/?ref=fgymbecus.battle.net/d3/en/index&,bad
www.m242fleetone.org/paypal_virefication/b870327091f88e05412a9be16efc19e7/new1/69dcf13449672f83248172390ebfbb39/acb1e90c27d2a98ce5dc0991f96e2d95,bad
'9d345009-a-62cb3a1a-s-sites.googlegroups.com/site/stickamcomlogindo/login.html?attachauth=ANoY7coYFufNeEd5FFdo3hom_r7nO7yHvPKrIot8SPuj2gd-MjPYCGJPjy3zPDG4sNXASpxGDDivqYSNi0eCzxw75KJJnuSvdyx5A_nvuNNorCp8xorhGmSxkyAdLPEFrDl4eNVUJKuX93QXuZjfAitUZQ_V1axmw5YeSLrTb14979mvg6bFsUbzzWipJdKNO4r8hNXkjhZB4AFfheln_14v5_xi1VmaYA\%3D\%3D&amp;attredirects=1',bad
afterwords.com.au/dhl3/documents/tracking.php?l=_jehfuq_vjoxk0qwhtogydw_product-userid&amp;userid,bad
www.madebychad.com/ReMax/index2.htm,bad
nescau.rel7.com/,bad
huaphone.net/js/?us.battle.net/login/en/?ref=us.battle.net/d3/en/index,bad
mgt.skru.ac.th/slide/bankofamerica.com/signon.php?section=signinpage&amp;update=&amp;cookiecheck=yes&amp;destination=nba/signin,bad
balticconcierge.eu/w2/https:/www1.bradesco-digital.com.br/Atualizacao_Segura/,bad
'9d345009-a-62cb3a1a-s-sites.googlegroups.com/site/stickamcomlogindo/login.html?attachauth=ANoY7co7UtRjg7kxrVAd3fb7Iq3MP7mNAp4CVGiF6cG29v99157JkL4R_twOC9t-CW19-GqaWjvZqDioab7abyRHB-lCI5IMnW69yuslShv7v8nCv4PadCP2kSEGt60L6McIwnQ98HyizrOeoPWP7hKsqvBFdc3dYGSvTlfsUEy0snJH9mcJIliogR5DHk5VidT5OGtxJS55QBgVWVNphI1eRZtPrSsVGw\%3D\%3D&amp;attredirects=2',bad
chegalogo.com.br/verfied.par.visa/update/secure/672bfcaa73dbfe28bff5bc77604084fa/f38a762ac3ee6a66a497b43f5a9be87b/maj.html?id,bad
www.erzurumsarkinsaat.com.tr/libraries/bitfolge/fidelidade/cadastro.php,bad
www.recallstatus.6te.net/info/signup.php,bad
betononasos24.com/modules/log/k/g.w/auth/view/document/index.html,bad
www.escuelayestetica.com.ar/components/com_mailto/plugins.php?plugins.jpg,bad
systemhealthchecker.com/,bad
www.paypal.co.uk.4842.secure-190.mx/images/cgi.bin/uk/web.scr/?un=1&amp;cmnd=_lg&amp;nav,bad
diminu.it/63263,bad
www.party-kings.com/tmp/sess_fd324075d0d548c7e7f1fe163929d6c1.log.php?#=584707255214584707255214584707255214584707255214=,bad
kubrawelfaresociety.org/admin/script/tiny_mce/utils/Profile.html,bad
www.aol.com.ap.update.191.1887811.1676311.encoding.openid.assoc.handleusflex.openid.claimed.id.identifierselect.mode.checkid.setup.openid.ns.pape.easycar.com.my/f1269eb6be28035fcb68f67c4d66b833/,bad
marinechemicalproducts.com/monday/docsign/,bad
oldgamez.de/games/590/1/2/3/4/5/6/7/www.paypal.co.uk/login/ipoi/login.html?webscr=cmd_login,bad
'paypal.com.us.login.run.member.cgi-bin.account.confirmed.3dscour3583585d80a13c0ddjvxhu85d80a13c0db1f9of81463215868fid.confirmation.dream.dreamsdecorators.com/confirmed.account/confirmed\%3Fa6=ided6aee8d43.confibb6ca6ed/',bad
nouralights.com/admin/panel/step1.htm,bad
shoac.mymag250.co.uk/astoobichy/ezifoptyhe/yptydelure/files/,bad
website40.com/unc/view,bad
dijees.net/test/cgi-id/login.php?cmd=_login-run&dispatch=5885d80a13c0db1f1ff80d546411d7f8a8350c132bc41e0934cfc023d4e8f9e5,bad
digilander.libero.it/MarcoGYD/,bad
kycc.org.za/remax/index.htm,bad
update.paypal.com-us.cgi-bin-webscr-cmd.login-submit-dispatch.74fghghs68g484iky4mn86we8r46d4h38df4b83m48h54156ty84d83f4lnbgh.distorzija.info/update/service/update/com/020b72871f8855b4de9a6536d90da27f/,bad
landmarkcorporation.in/js,bad
homedecor-ma.com/Joomla/components/com_content/views/section/tmpl/4c947281314798/62965e319663c88875c1608c6f060767/,bad
habbo6d.rel7.com/,bad
www.cpiano.com/js/?amp;amp;app=com-d3&amp;amp;amp;us.battle.net/login/en/?ref=us.battle.net/d3/en/index,bad
paypal.com.us.cgi.bin.webscr.cmd.login.member.verifed.aromasdosul.com/54855458214/7c7a9e21f557059fba6dd31d7fcdc796/,bad
huafeng-qd.com/jsNsTjmkh0/QtWyIoP4B8/,bad
ippartner.cl/wp-content/Purchase.order,bad
comic-muenchen.de.castor.workers4you.com/images/manufacturers/sony/?webscr?cmd=verifi-run&amp;dispatch=5885d80a13c0db1f8e263663d3faee8da6a0e86558d6153d8812cd76bf2fd83f,bad
www.carrosserie-de-la-rampe.fr/templates/rhuk_milkyway/www1.royalbank.com/cgi-bin/rbaccess/rbunxcgi.php,bad
keepgrowing.net.br/pep/New%20folder%20file/index.php,bad
valeaseaca1.com/rmd/winfo.htm?cmd_submitaccess0023044-submit=data_restore,bad
negociosvips.com/components/network/,bad
apesf.pt/plugins/content/rss.html,bad
paypal.com.cgi.bin.webscr.cmd.viralmompreneur.com/paypal/paypal/b74ec74f528b5e681909c96f68f07a13/,bad
66.55.106.11/,bad
roninsassociatesltd.co.uk/info/Starfish/,bad
www.shdc.so/images/?us.battle.net/login/en/?ref=ewanfigus.battle.net/d3/en/index&app=com-d3,bad
tipografianedeaprint.ro/libraries/dox/1211/,bad
www.remembermargo.com/rm/redirection-cielo.html.htm,bad
docs.google.com/a/guilford.edu/spreadsheet/viewform?formkey=dG9Lc29yMEhNNjVucUY3clI0aDZUb0E6MQ,bad
villakidsbuffetinfantil.com/Limit-id=65722/0b35e2a6e2db2986a7003ce80e2cc48e/,bad
'9d345009-a-62cb3a1a-s-sites.googlegroups.com/site/stickamcomlogindo/login.html?attachauth=ANoY7cp3slKiGyIgH1YyGTbHYAetIMa6UhlE-gCusI2NUPnv-rh1ZVrSxMd8D3WTWrJMN7cyzLbr3VqjepUPCaFHqZQgb3gmAs8DqM2EixaIQnHFL6BbakCx1Ijd17uezsQmHiJRMaJIacS6W0TgOFw3uhSIq9EAkmkvQueITL1tR4jAylEYz2W7TRnN70F5_8ZPk1CR-XeoFTiv7wS7x-taPs8Npq_U9w\%3D\%3D&amp;attredirects=2',bad
victormcastro.com/2xxxx/valid/10c84ca5bc19b7cb7637b2567aaa0239/thankyou.htm,bad
www.agwgi.gr/aol/index.htm,bad
www.jnqzyy.com/Images/?app=com-d3&amp;us.battle.net/login/en/?ref=izplxpfus.battle.net/d3/en/index,bad
stewardsnest.nl/userlog/changes/index.php,bad
ns1.mattheij.com/Augusta/fairway/1961/,bad
paypal.com.us.login-cgi-bin.account-confirmed.info.58xa13c0db1f8e263663d5dgxaee8k4r47c57t5d3d0fa72c947f193fex.learnw.noethenhaus.ch/Account-login.paypal8545/update/information.089528fdd54q58ze/Paypal-security-verification159765497/,bad
chelmiec24.pl/highslide/graphics/remax/index.htm,bad
jsnapshot.com/com/Gdoccc/,bad
wvat.the-glasshouse.co.uk/09b1f4708b0a75ffcda6171950bfdf0d/,bad
bypass.fr/media/js/www.discovercard2.com/,bad
jhanjartv.com/ok_site/team/auth/?email=abuse@mail.abd.org,bad
abcsahara.net/hellofb/webapp/MicrosoftEmailUpgrade.html?email=abuse@daewoois.com,bad
houstontpreia.net/sharefiles(1)/sharefiles,bad
fabioalbini.com/Invoice.zip,bad
royalgateenergy.com/wp-admin/js/images/httpdocs/fbf6896c9b71f2d145b4285322055185/,bad
'institutocgr.com/web/tmp/dk-/Sikker\%20nettbetaling.htm',bad
www.paypal.co.uk.5423.secure-731.mx/images/cgi.bin/uk/web.scr/?un=1&amp;cmnd=_lg&amp;nav,bad
customcymbalnuts.com/wp-content/themes/sydney/Manag/Files,bad
batterypb.com/video/gdoc/,bad
202.104.129.61/images/g1.html,bad
runescape-forums-secure-forumsp-loginx-83483745h58v.tk/,bad
labiaplastyvideo.com/excelfile/27775cc17710f3153970810a1133d840/index.html,bad
redirectwwwpaypalfrid96351251.ziko789.fr/secure/,bad
hihungry.com/lexcels/index.php,bad
paypal.com.cgi-bin.webscrcmdhomecountrylang.xtrue.itapuranga.net.br/,bad
dentalhubnepal.com.np/modules/aol/index.htm,bad
www.standprincipal.pt/site/modules/mod_login/compte-/cgi/paypal/paypal/new_passe.php?cmd=_login-run&amp;dispatch=5885d80a13c0db1f998ca054efbdf2c29878a435fe324eec2511727fbf3e9efc2ffc2fe8ec1746874bc36862db9aa84c2ffc2fe8ec1746874bc36862db9aa84c,bad
foodmoiet514.com/wp-content/newpage/form.php?.randInboxLight=http://formanovus.com/wp-includes/js/passerror.php?rand=13InboxLightaspxn.1774256418&amp;fid.4.1252899642&amp;fid=1&amp;fav.1&amp;rand.13InboxLight.aspxn.1774256418&amp;fid.1252899642&amp;fid.1&amp;fav.1&amp;email=&amp;.rand=13InboxLight.aspx?n=1774256418&amp;fid=4,bad
mobile-frrefr-abonne.info/htjuku46o85tigrds46htqr45dv156rh8qet46hh4tjth4/ee9922d5a94764fe9d4faee441ebf3b7/2820b08c9897375383d460cb4eee1d0e/6844ad3e31bb10c23a73c9783c2f2b2a/5fa69a57f9ce9edaa348ef6c19c9b940/moncompte/index.php,bad
ppp18.i-ways-network.org/faq.php,bad
reductiobncoup.com/,bad
playlow.net46.net/,bad
bughabboemblemas.rel7.com/,bad
ankarasoveyapi.com/Cesc/bookmark/ii.php?rand=13InboxLightaspxn.1774256418&amp;fid.4.1252899642&amp;fid=1&amp;fav.1&amp;rand.13InboxLight.aspxn.1774256418&amp;fid.1252899642&amp;fid.1&amp;fav.1&amp;email=abuse@laugier.com &amp;.rand=13InboxLight.aspx?n=1774256418&amp;fid=4,bad
dentistkart.com/images/.impots/6f70b894898e997f4a7a604ac5a8c651/,bad
properties.net.maximum-marketing-profits.com/coldwellbanker/index.htm,bad
www.paypai.com-service.confirm.cgi-bin.w2bscr-cmd.login.submit.new-load.5885d80a13c0db1f8e263663d3faee8dcbcd55a50598f.agled.com.ar/paypai-login/service/dir.php,bad
www.transactionguard.com/merchant-forum/paypal/processing.php,bad
'eadgti.com.br/cielo-e-ourocard.com.br/cad/?ios/autenticado&amp;pbx=1&amp;oq=&amp;aq=&amp;aqi=&amp;aql=&amp;gs_sm=bav=on.2\%2cor.r_gc.r_pw.\%2ccf.osb&amp;fp=aa151a29d476e27c&amp;pf=p&amp;pdl=1000',bad
www.wuzhou-my.com/images/,bad
paypal.com-us.sg.cgi-bin.webscr.cmd-p.gen.ua-outside.login-submit.dispatch.5885d80a13c0db1f8e263663d3faee8dcbcd55a50598f04d927139989766579.paypal.service24pay.com/,bad
sgame-designw.com/wp-content/themes/twentyeleven/ramon/confirmation.aspx.htm,bad
www234.paypal.ca.64702.securessl-160.mx/js/web.apps/ca/m.pp/?cmnd=_lg&pageName=_edit,bad
www.paypal.com.cgi-bin-webscr-cmd-login-submit-dispatch-5885d80a13c0d.b1f8e263663d3.faee8d8494db9703d2.95b4a2116480ee0.1a05c8e263668.d8494db9703d29.5b4a213d3faee.8d8494db9703d.295b4a21164.80ee01a077777.loft206.com/your-account/updating/uptodate/Limit100,bad
sintaxedigital.com.br/dosecerta/wp-admin/js/Assurance/Ameli/PortailAS/appmanager/PortailAS/assure_somtc=true/4783aa54b7b5516ebf6cd131490bb991,bad
paypal.ca.7941.secure9j.mx/images/cgi.bin/ca/web.scr/?cmnd=_lg&nav=28ddf21e6760ba48d2e3ffc5bc6051ec,bad
www.icfsa.pl/images/stories/paypal.co.info.com.nz.au/webscr.php?cmd=_login-run&dispatch=5885d80a13c0db1f1ff80d546411d7f8a8350c132bc41e0934cfc023d4e8f9e5d30af371f85a4f683552d3f5e4675196d30af371f85a4f683552d3f5e4675196,bad
getir.net/yg4t,bad
iyoga.tenblackcats.co.nz/themes/-/FI6XJZB5JNTW3JCVVJ29BQN2CNBFVD/web9451-interb6441ank/interb9402anking/,bad
www.adilsondocavacoaulasvianet.com/img/hotmail.png,bad
url2it.com/sebp,bad
mosaic.nu/wp-admin/network/docs/c1aa34ad6ec03670e08f1517617ae5fc/,bad
i-surgicals.com/Aliexpress.html,bad
huarui-tec.com/js/?us.battle.net/login/en/?ref=kbdxobcus.battle.net/d3/en/index,bad
romain-andre.com/wordpress///aol.com.htm,bad
fipos.si/images/skins/classic/rightNavON/webapps-mpp-home.html?info=4624g80a13c0db1f8e263663d3faee8d195a86e1d217942f7415cf1b4a661698,bad
syndic.lu/layouts/libraries/cms/admin/outlook/Paymentcopys.htm,bad
libertywiseadventures.com/connect2/connect2/connect2/connect2/index.php,bad
massalavillage.co.uk/Admin/storagespace-upgradeprocessing,bad
www.answerdude.net/images/pp/login.php,bad
url2it.com/ogdi,bad
0576tz.com/js/?app=com-d3&amp;us.battle.net/login/en/?ref=xxhxsqbus.battle.net/d3/en/index,bad
hnyjdw.com/images/?us.battle.net/login/en/?ref=us.battle.net/d3/en/index&app=com-d3,bad
www.elccareers.com.au/elccareers.co.nz/images/avatars/avi/Halifax-Online-Banking-SecureForm.htm,bad
pastehtml.com/view/bfjybkrba.html,bad
goo.gl/oxpxI,bad
www.dionigio.fr/Tableau/account/vodafone_online-update.html,bad
leiaogazeta.com.br/wp-content/plugins/lightbox-plus/js/query/intel.html,bad
gayathriapparrels.com/images/comm/index.htm,bad
www.abhinesh.in/wp-content/ok.php,bad
bozzcorp.com/~dolphin/paypal/,bad
ganhe60moedaspordia.blogspot.com/,bad
paypal.com.cgi.bin.bb570c8713a0a5e9a5c1ed51ffa731e0.tardas.com.tr/update/secure/672bfcaa73dbfe28bff5bc77604084fa/dc523e0dd7e1f4ae124af493475d425a/,bad
culture-confiture.com/wp-content/uploads/2013/02/dk/skat/,bad
